"name","mz","rt","S20","S30","S39","S49","S59","S69","S78","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S21","S22","S23","S24","S25","S26","S27","S28","S29","S31","S32","S33","S34","S35","S36","S37","S38","S40","S41","S42","S43","S44","S45","S46","S47","S48","S50","S51","S52","S53","S54","S55","S56","S57","S58","S60","S61","S62","S63","S64","S65","S66","S67","S68","S70","S71","S72","S73","S74","S75","S76","S77","S79","S80","S81","S82","S83","S84","S85","S86","S87","S1","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","QC1","QC2","QC3","QC4","QC5","QC6","QC7","QC8","QC9","QC10","QC11","QC12","QC13","QC14","QC15","QC16","QC17","QC18","QC19","QC20","QC21","QC22","QC23"
1143,176.09113,471.612,8813.324,9961.807,9762.336,9703.485,9533.789,9383.3,9948.076,8873.191,9158.1,9520.04,8172.139,9521.857,8164.84,9065.85,9064.609,8951.557,4890.322,8937.793,9327.027,8358.486,8586.489,9148.075,8975.947,7815.444,7272.157,7097.786,8330.24,8208.241,5552.029,8104.228,8286.774,7639.05,7857.898,8632.124,8036.05,8610.56,6978.552,9668.797,7714.969,10662.93,7522.791,7675.902,6408.22,7033.26,10131.37,6420.046,6750.648,7404.667,6682.394,7688.696,7344.41,7697.566,7106.85,6525.435,7266.047,6956.046,6236.616,6816.026,7043.587,6858.258,6811.174,6419.04,10510.53,6473.335,7355.873,6876.16,11695.85,5744.552,6775.083,6705.238,6067.348,7374.465,7005.82,7038.913,5503.801,6792.696,6102.044,6308.363,11293.55,14745.41,16826.69,6011.096,6235.054,5807.54,9005.939,15882,10726.43,7215.632,6402.567,6380.752,5832,5952.894,6593.84,9654.645,9991.568,12061.39,10181.54,6142.487,5960.416,13630.56,5825.981,5834.67,9135.09,8632.829,5889.024,5729.258,11521.31,5414.323,5821.77,5404.728,5402.276,5568.024,6176.676,5175.804,5284.642,5396.77,8933.656,11846,15490.38,5008.267,9516.044,13671.42,5282.64,5090.904,4916.974,4932.04,5283.278,12198.84,5008.976,9790.065,9697.582,5140.408,15778.78,11654.34,4616.893,16285.77,17069.98,15910.8,9037.76,4598.228,4454.411,10834.09,4366.303,16684.05,12742.55,15114.16,17293.06,4214.844,4209.414,4205.4,14788.41,19604.33,4327.183,18320.69,8193.31,9467.356,9213.743,8790.179,8074.286,7919.298,7502.833,7353.5,6874.817,6581.76,6752.9,5577.112,5882.67,6137.442,6043.65,5506.56,15659.19,8001.516,19052.63,4937.425,14186.95,4327.972,15192.82
1144,231.13325,326.021,6396.131,8243.548,8360.485,6890.218,6915.022,6869.827,6541.448,6420.181,6614.563,6595.823,6496.778,6800.007,6446.909,1802.065,6454.736,6417.674,6888.27,6481.256,6634.302,6571.34,7022.514,7240.677,6659.917,6542.638,6539.194,6649.287,6243.913,6228.442,6271.153,6278.82,6490.582,6213.119,6294.142,6365.534,6444.821,6830.583,6165.074,5638.323,5850.776,7163.782,5815.197,5929.104,6268.509,6516.763,7900.555,7785.744,7534.452,7376.727,7346.388,6913.066,6965.115,6512.807,6486.057,7055.458,7107.204,7202.848,7821.855,6986.585,6718.297,7179.984,7401.029,7102.413,6886.629,6868.522,6654.288,6893.231,6824.967,6919.46,7074.587,7713.065,7564.779,7414.486,7014.876,6756.92,8031.674,8295.731,8177.17,7947.603,8665.419,8595.591,8260.902,8456.59,7841.892,8098.746,7157.344,7627.899,7685.892,7417.773,6962.207,6794.815,7354.523,7722.655,7976.221,7609.048,7336.913,7577.307,7284.695,7205.636,7142.98,7427.442,7001.318,6972.517,7194.72,7296.5,7331.525,6062.646,5691.683,6184.314,5623.506,5936.16,7234.514,7326.634,7763.125,6698.569,6585.45,6599.982,7180.943,7712.021,7659.736,7501.179,7746.298,7604.694,5646.906,5900.495,5761.645,6078.521,6028.268,7582.072,7609.322,7435.944,7641.951,7861.871,8147.654,7664.912,7754.473,7669.593,7395.957,7914.367,7461.931,7724.58,6254.491,6407.37,7093.14,6476.065,6670.123,7993.169,7471.711,7809.372,8220.617,8206.204,8473.557,7536.466,7526.963,7826.136,10554.5,6762.663,6168.609,6509.604,6141.809,6334.869,6376.671,7065.726,6725.152,9230.826,7710.936,8160.926,8334.673,7603.596,7248.027,5623.665,7356.636,7572.067,6492.171,7636.744,5760.678,7603.303,8025.431
1145,291.10556,400.788,4099.44,4290.983,4445.71,4791.36,4612.411,4277.158,4208.966,4317.15,4192.101,4320.227,4010.645,4508.756,4426.893,2576.86,4339.105,5863.714,4290.2,3682.069,4303.653,4062.263,4467.953,4729.698,4179.354,4176.147,4243.953,2586.969,4208.862,4354.182,5922.329,4429.619,4495.641,4510.526,4254.675,4695.31,4369.671,4348.582,4657.716,2212.545,4396.653,4646.311,4354.617,4100.153,3942.029,4306.24,4486.21,4576.601,4367.696,4256.725,4577.14,4657.406,2255.814,4576.2,3949.857,6050.989,4872.011,4758.615,5247.9,4710.419,4539.01,5217.424,4755.96,4363.528,4208.914,5077.188,5054.829,5059.184,4945.953,4733.441,4940.421,4846.789,5910.33,5884.994,6133.076,5931.181,6667.91,5682.807,5815.692,5303.611,5828.864,5849.674,5600.491,5895.779,5679.536,5813.563,5202.028,5354.7,5655.811,3351.024,4792.954,4752.3,5057.6,6192.967,5299.22,5414.889,5880.72,5281.335,5290.419,5520.437,6710.35,4909.93,5040.433,4865.723,5368.51,5415.51,5318.877,5257.395,5447.189,5482.799,4993.683,5628.937,5488.335,5267.021,2181.69,4291.518,4206.263,4515.329,4278.25,4327.137,4987.512,4694.455,4547.926,4926.103,3948.751,4733.776,4753.223,4364.997,4935.68,4823.877,4937.344,4928,4591.11,4890.016,4571.76,4999.934,5000.014,4693.824,4934.734,4418.542,4833.282,4794.345,4381.332,4432.271,4355.813,4011.887,4154.553,4989.303,4733.597,4534.912,4743.882,4910.45,4399.378,4526.369,3947.843,3821.053,2767.396,4313.904,4186.1,4174.554,4175.937,3830.156,4575.41,4585.996,4959.349,2306.093,5010.21,6019.414,5374.286,5395.871,5114.071,4858.453,5269.089,4687.046,4480.327,4862.407,3860.38,4798.95,4201.249
1146,307.12141,350.9555,10876.99,11836.81,11591.21,11380.85,10863.28,11493.43,11476.77,10959.68,11863.44,11286.48,10800.11,10820.47,11007.61,2544.056,10585.87,10868.11,10801.96,10991.3,10771.36,10220.73,10201.55,10762.37,10463.36,10439.01,10388.17,2354.597,10073.74,9945.567,10351.48,10260.85,10783.36,10639.98,10807.33,10739.47,10473.96,11884.08,10871.87,2213.183,10070.06,10105.59,10016.49,10125.38,9932.665,10127.88,9832.435,9980.478,10054.94,10335.36,9800.509,10699.62,2475.742,10352.46,10540.77,10277.33,10261.66,10041.13,10205.69,9959.994,9808.113,10413.61,9574.462,9608.04,9612.999,9534.502,9974.7,9508.066,9543.831,9493.411,9106.623,8924.398,10337.96,10326.85,10583.06,10016.26,9653.292,9413.139,9151.46,8747.549,9468.036,9562.679,9173.055,8731.017,8884.145,9563.877,9148.885,9521.753,9797.218,2049.556,9680.664,9656.414,10334.37,10399.43,10117.26,10432.05,10085.84,10637.93,10705.07,10101.82,9609.122,10024.13,9697.362,9993.948,9491.81,9976.438,9901.477,9611.217,9538.311,9661.693,9404.2,10525.16,9863.077,9386.87,2251.228,9327.15,10084.68,9625.169,9576.779,9741.473,9922.907,9677.187,10371.99,10262.3,9130.561,9480.799,10476.17,10100.79,8995.021,9533.617,9435.682,9670.548,9683.526,9815.221,9476.065,9436.94,9623.707,9709.77,10019.81,9643.344,9574.072,9375.444,9207.608,9140.806,8993.58,9754.465,8991.755,9385.829,9222.082,9168.273,9222.921,8979.68,2322.508,9489.629,9338.312,9327.515,2892.806,11377.54,11042.98,11157.54,10857.2,10579.19,11119.04,9955.954,9805.33,2357.746,10688.5,9095.875,9216.528,10327.29,10373.26,10074.74,9758.509,9235.247,9673.403,9253.965,9347.266,9212.967,9414.584
1147,316.17502,455.8565,82591.26,77402.02,74771.73,85119.88,84291.54,82860.18,72053.16,83918.16,79778.03,77206.43,76032.2,78899.22,77230.03,81605.22,78301.17,75608.66,79770.45,75221.64,77898.26,76715.07,79491.08,75306.63,79056.32,77747.32,83347.52,78638.57,79213.32,80265,76751.2,80971.18,76794.71,79060.14,82261.58,82187.42,79689.73,84921.34,79075.83,73831.33,78605.57,66419.49,76218.17,81558.43,75941.74,80422.28,93590.39,91202.44,95480.22,90365,90139.56,93471.98,90273.98,92102.3,90084.99,87662.47,93212.69,93366.03,92255.39,87605.48,92491.38,89832.28,92523.78,92823.34,86686.44,94842.46,97253.26,94817.02,89144.25,87634.18,91931.71,92796.22,95278.37,92628.44,99466.08,95210.46,97299.35,99122.24,97334.62,93459.11,97940.5,99336.25,94347.52,95342.74,95189.13,92826.2,86849.41,90375.23,93441.52,81980.38,88834.9,91869.35,90874.79,93106.07,94621.18,94747.51,95778.21,92989.22,89736.35,89215.7,86326.79,86228.31,87026.04,84853.22,90193.53,87175.97,86487.25,84824.74,85742.08,86456.83,90090.02,88360.95,89817.6,88414.99,86852.58,85301.66,82046.04,84521.82,85460.88,85076.49,86350.9,84174.56,85887.31,81311.24,79548.79,83822.63,83454.56,82920.35,84777.27,86636.21,86655.81,86427.31,85817.16,87230.69,86747.75,86042.84,83276.71,86577.15,87712.17,88226.83,86436.36,85843.94,86255.06,87254.7,89006.12,90047.89,92155.64,88794.12,87545.78,85258.75,88423.92,86749.86,86468.71,84814.42,86356.34,87120.48,77849.12,82981.62,80386.28,81438.55,78007.85,75789.28,74363.38,95392.69,95402.83,86699.97,91400.63,95029.24,90476.09,89173.19,86000.87,81110.27,88063.06,83304.33,84172.94,87865.83,83914.76,89685.09,85337.7
1148,121.02798,268.5625,76297.32,80239.66,76751.66,78448.2,77358.05,78206.44,74684.86,73473.03,71297.41,72170.62,69842.53,69772.65,71050.33,65828.75,71280.41,70276.42,71765.85,74097.02,76434.15,71562.63,73628.09,72744.42,73332.12,72142.2,71988.08,2082.782,70578.6,71416.35,68448.21,68803.12,70393.51,69250.38,70527.61,71162.91,69917.18,71461.46,72019.08,1482.057,67765.31,71493.85,70021.2,72079.24,73577.55,72466.27,153278.1,84500.19,83953.81,85180.71,86268.61,85135.82,1602.637,84329.79,87244.89,83755.65,85152.89,81467.71,83978.62,83505.71,84291.33,82514.47,86887,81397.13,81946.52,86133.51,83875.45,83594.55,82931.29,80312.17,81038.21,83004.58,78964.24,83056.73,86594.42,82996.02,83047.43,83109.32,83185.3,83361.76,79770.81,80745.72,79778.52,81061.76,82349.69,83143,70832.66,74600.01,76898.35,67137.14,74735.4,74833.02,78212.92,79945.36,86250.24,80692.09,79600.66,79454.24,78561.45,76625.44,76417.55,77194.22,78951.32,77459.46,78560.61,78082.37,76304.03,76837.2,73835.05,73002.23,73463.46,72191.23,74625.87,73820.88,71858.4,77039.21,75021.73,74386.29,76108.41,75908.83,77146.26,78535.33,78219.13,77540.99,78665.45,75689.74,76408.54,74790.05,73063.6,79499.08,79097.4,77202.27,78624.44,78112.15,76826.64,77151.65,78692.42,79136.86,76096.86,78522.06,78015.33,76997.35,75476.32,76671.47,77088.38,77539.53,76064.44,79436.09,79307.88,79130.17,80935.77,80244.09,75104.77,80013.54,78306.9,79581.92,4041.852,74898.43,70494.96,72321.24,68801.9,73023.96,71548.42,82436.22,83440.58,2081.702,84569.88,80291.34,81057.6,79825.41,76442.02,79767.95,75250.56,72626.93,77801.06,76549.12,78193.37,77631.84,79119.67
1149,174.12314,406.985,32169.25,33057.71,12960.96,13221.61,11655.23,20965.54,18482.73,14038.16,13842.57,13088.89,12992.85,18644.37,14099.94,18182.89,17327.33,13078.85,29945.14,13625.89,30153.25,13864.62,12392.94,13458.77,15791.33,13867.36,13653.97,12282.72,13284.91,12927.39,13979.9,14517.57,14151.14,13695.95,13676.78,14655.27,12929.18,13432.43,14084.25,14782.11,13499.95,15002.2,14652.89,16213.12,14589.13,13318.82,14931.3,14521.4,13445.47,14352.72,15071.56,14254.52,12835.78,14716.4,14355.81,14926.57,13563.86,13337.91,14892.1,13611.67,13227.07,14400.33,12792.21,13046.29,13720.41,14458.21,13999.46,13755.15,14708.49,12908.92,14421.12,13319.18,16249.08,16015.31,15514.49,15457.26,15944.66,14199.53,14969.38,14659.84,15117.89,14086.93,13850.05,14889.53,14574.01,13881.05,12188.12,12941.69,14332.33,14812.11,13519,13840.8,13940.28,14454.1,14475.95,14517.91,13835.33,15042.79,13833.31,14416.9,13534.3,14276.33,13553.82,14064.76,14939.05,14639.57,14647.94,20989.03,21306.42,18835.94,17986.45,18688.58,18353.12,17338.09,15737.02,15345.51,15162.61,15252.29,15028.63,15353.31,15809.52,16008.71,15699.61,14950.28,15910.52,15497.19,14830.4,15372.88,15054.86,14137.1,19692.98,14557.77,14738.32,14538.61,13948.44,19613.11,14038.19,14030.42,13355.52,13516.53,13447.4,13637.52,12915.11,12842.33,12014.97,11671.52,11955.66,12173.12,11823.43,11411.64,11196.19,11422.96,16853.46,10267.59,9842.663,9638.676,32759.58,17988.79,14546.5,12644.13,28529.68,14496.76,13929.94,14383.56,13505.41,13349.11,15160.98,15407.58,14233.74,14571.5,14387.39,20249.61,17789.35,15270.15,14516.56,14081.83,13314.42,11480.06,9410.606
1150,458.23674,137.596,6847.204,7876.9,8817.888,6723.217,5546.373,8425.631,6448.046,5763.882,8087.394,7815.71,5781.694,6050.688,5991.874,4949.759,5707.059,5512.165,5497.094,7294.211,5322.293,5221.242,4909.273,5081.041,4936.991,5082.196,4834.824,3203.851,4367.694,4874.11,4943.607,4933.894,5040.017,4901.188,5630.46,5102.407,4970.84,5067.565,5163.374,2936.929,4678.298,4953.575,4689.797,4771.342,4754.135,4859.008,5736.785,5875.376,5883.055,5829.663,5835.882,5915.477,3367.25,6019.217,6755.531,6005.217,6151.719,6110.508,5958.947,5937.966,5817.834,5852.337,5696.189,5910.327,5729.297,6193.156,5903.095,5785.186,7682.011,5916.993,5744.324,5689.297,6306.398,5910.394,5979.44,5991.911,5959.788,5981.648,5940.547,5605.291,6334.561,6072.029,5930.482,5891.817,5866.84,5925.462,5880.794,5279.595,5399.548,1892.21,5060.669,5320.863,5445.979,5276.818,5432.578,5611.934,5513.665,5894.289,5607.818,5391.424,5325.029,5250.472,5296.773,5558.072,5319.675,5328.862,5141.154,5545.482,5445.981,5453.126,5376.751,5412.927,5384.864,5367.302,1792.482,5562.706,5573.307,5617.463,5444.174,5710.75,5616.96,6916.383,5504.841,5387.407,6058.558,5473.285,7066.457,5388.367,5540.974,5625.675,5604.053,5539.1,5388.817,5484.62,5632.818,5631.611,5533.826,5721.898,5601.733,5749.005,5715.66,5550.44,5780.394,5492.422,5600.022,5591.938,5652.864,5586.905,5505.245,5875.548,5704.68,5799.591,1816.919,5774.806,5857.645,5590.988,1232.949,6195.25,5695.595,5047.457,4961.61,5713.553,4732.689,6175.875,5955.15,2408.481,6984.662,5632.018,5850.626,5555.194,5297.875,5910.311,5611.236,5507.965,5443.187,5571.094,6195.99,5814.636,5749.177
1151,634.21741,468.513,2801.877,2754.178,2914.976,2868.93,2820.588,2784.228,2718.134,2680.784,2724.946,2802.823,2743.33,2921.242,2827.419,2840.617,2978.132,2791.125,2776.054,2524.05,2758.23,2815.982,2737.76,2899.118,2844.839,2864.362,2802.983,2946.145,2846.396,2782.051,2836.401,2887.147,2882.745,2802.296,2798.342,2912.523,3023.825,2900.332,2890.507,2783.736,2857.017,2969.849,2763.104,2728.532,2751.611,2827.607,3210.171,3218.388,3356.315,3170.625,3221.64,3277.433,3252.977,3389.515,3049.983,3208.263,3234.802,636.9592,3172.344,3178.51,3261.015,3259.104,3204.911,3106.358,3243.994,3200.267,3096.421,3105.4,2932.887,2962.853,3134.777,2932.18,3150.608,3249.884,3184.294,3116.272,3080.445,2941.04,2943.703,2736.733,3086.024,2959.634,2977.783,3047.316,2959.746,2992.017,2677.948,2775.385,3057.938,2687.123,3056.655,2998.335,3114.06,3180.468,3263.601,3136.333,3201.019,3227.14,3004.853,3017.038,2939.038,2952.124,2951.937,3004.755,3033.005,2877.376,2972.818,2906.158,3031.41,3009.001,3068.521,3090.464,3110.05,2978.205,3012.913,2979.708,3021.513,3019.75,2943.034,3093.916,2981.642,2892.16,2865.147,2856.835,2827.754,3061.769,2891.61,2899.16,3021.379,2937.821,3067.675,2987.325,2894.626,2952.123,2921.732,2913.585,2892.239,2915.209,3128.048,3069.128,2876.928,2973.29,2914.368,2939.958,2942.273,3112.181,2943.133,3083.839,2795.877,2981.642,2899.466,2869.5,2986.157,2854.317,2935.928,2800.622,2650.783,2772.395,2772.524,2736.968,2767.984,2776.91,2950.268,3226.091,3209.889,3214.159,2879.297,2859.547,2995.778,3167.045,3017.447,2838.074,3029.833,2997.714,2969.281,2855.368,2720.029,2902.312,2817.495
1152,540.44563,1.27,3103.56,3140.132,42099.96,2256.954,2972.938,2344.626,2323.509,3039.421,3028.103,3066.48,26874.41,3038.69,3075.315,2264.808,3067.943,38252.69,35247.22,26949.58,39273.92,2807.757,2778.543,2772.949,2738.355,2776.401,2803.823,4448.897,2668.32,19676.04,4532.814,4607.278,4694.901,4013.955,2843.156,4572.149,25568.48,4667.455,5069.17,4417.6,4023.071,4411.249,3859.242,4395.616,4672.686,4333.11,41601.7,3951.915,3784.751,4370.928,4582.934,2658.449,4185.933,4374.227,5034.774,4089.784,4378.603,4472.571,4428.358,2581.865,4378.126,2539.901,3986.309,2546.587,4281.527,4686.68,38260.62,4197.678,4321.856,5589.641,3451.289,3672.168,4499.118,35920.91,4490.635,38110.57,4110.6,3700.431,31740.86,2437.8,3981.146,3757.169,4635.136,3636.788,21537.38,4249.07,26219.94,3270.241,3561.319,3513.315,3842.971,4184.51,4275.18,27395.47,3533.276,2530.55,4275.18,3628.902,4307.648,3258.227,3300.57,33158.09,3361.631,2332.16,3856.383,30607.57,4001.076,3853.949,3470.363,3918.594,3989.828,4320.99,3926.707,3902.24,4046.127,3769.019,3556.445,3916.903,3455.71,3906.982,3860.688,3554.541,3828.767,3308.382,3676.482,3969.984,4067.934,31253.28,3291.235,3271.239,3281.957,3793.802,3384.298,17497.92,3496.433,3266.385,3331.618,3170.764,3295.017,3132.994,3858.878,3221.26,34210.01,3077.175,3300.148,3317.821,3170.232,28793.86,3538.301,3544.479,3122.224,3768.75,2262.725,3164.238,3591.035,33111.37,3143.42,3136.245,2949.534,3844.44,4573.703,5201.568,3743.537,4488.887,34391.63,3865.991,4382.73,30218.04,14673.75,4144.16,3634.072,4526.621,3639.468,3203.011,4534.279,33293.36,3387.384,3055.46,3328.293
1153,358.25865,297.58,111897.7,122890.7,123258.2,107937.7,107536.7,119075.9,100859.8,94035.05,97366.37,101272.5,89625.19,85829.48,92426.56,97888.34,96290.88,88867.97,87572.73,89596.9,86875.24,85775.76,87597.89,82083.13,82194.91,87784.36,82463.23,83357.99,79379.35,77352.9,78446.55,78452.72,74306.27,81403.04,76754.73,81633.86,83208.86,86151.04,80949.31,81798.91,75296.13,73105.26,72635.63,71806.21,75564.03,84018.95,94634.77,101543.7,92380.69,87368.41,94176.93,87938.48,98247.8,84135.08,96995.99,90231.76,93823.12,92023.44,91297.3,82815.65,83328.1,88293.48,83590.28,81956.87,83061.69,80314.7,86916.24,82990.18,81493.43,78996.33,80536.96,84962.3,85428.48,89575.66,82773.85,82766.08,81753.97,81065.93,642.56,88746.31,91247.97,89185.4,88098.37,82298.28,88210.98,87629.48,80722.05,90312.45,92414.95,97165.21,81231.64,81504.36,83211.33,89359.41,94536.23,86343.17,83375.77,85166.95,93800.01,92050.51,82878.96,78193.59,81328.72,86770.41,79265.14,82755.77,80104.8,85789.71,80872.41,73502.34,84934.73,79627.05,79586.94,79338.96,102219.4,87023.62,89479,81637.71,83601.65,84273.87,89322.95,85547.51,95497.04,90017.73,84036.5,84865.56,83031.49,84452.91,83381.92,90425.21,95933.05,87459.82,92272.29,90826.99,86700.38,95391.54,95467.21,89692.46,88467.29,89519.76,92388.13,100145.2,98278.4,93581.58,97433.46,96665.03,89994.06,97453.9,99081.98,100031.9,100288,103353.1,107417,113307.2,105443.2,112143.6,115351.5,98791.2,85549.58,90378.25,77030.16,96813.24,74817.38,85781.72,82859.66,91386.55,95877.45,91601.14,85279.47,96143.19,85196.78,89635.59,651121.8,100394.7,85498.22,98807.73,94714.42,106689.4,106849.7
1154,84.04403,464.536,53655.01,51590.77,48300.28,47578.77,53169.9,50861.6,49589.84,48485.3,46673.27,44538.36,46116.51,50102.36,47461.87,48005.43,46564.21,45648.55,47227.01,44722.74,49104.22,47887.7,47937.42,47209.98,47604.18,45058.03,47200.26,46606.53,49399.46,47536.51,46918.74,46647.21,47003.09,47894.7,47385.8,47571.27,47329.48,49251.41,45527.02,42962.01,44257.33,46611.83,44584.19,44449.26,46886.4,46072.93,50771.03,49582.78,49451.33,50229.18,49981.44,52031.16,51223.39,51781.44,48068.45,49281.75,50558.75,50258.99,49806.63,51400.13,50020.84,49303.13,52719.95,48154.4,53102.49,56682.97,55362.47,53493.42,50024.33,48019.65,51215.19,48409.9,48875.18,54491.28,55526.45,55679.52,57595.93,53915.39,54873.05,51466.5,53051.09,52670.88,49891.34,56305.86,53723.48,55923.43,47264.37,49453.78,49958.01,45071.46,48392.96,50463.89,53449.22,53185.65,54354.27,52837.43,51464.52,51915.58,49273.85,51033.73,51021.22,49318.22,51471.84,48972.07,50467.3,51629.53,51702.65,51138.97,51927.1,49355.65,49936.14,50155.97,48334.6,48810.79,47855.81,47873.81,47492.84,48075.65,48030.76,48676.5,48713.48,47747.53,49769.76,50262.88,50453.51,52390.67,50454.81,50170.61,50891.78,51351.11,49821.86,51695.67,52138.75,48798.37,48429.72,48672.78,49023.82,50993.58,51916.13,51254.46,51365.63,47784.77,47166.82,51497.6,50273.12,52068.75,50767.19,50603.86,50120.83,50325.98,51649.56,51385.86,48608.29,48004.58,49364.21,49055.49,52257.3,48603.54,48039.12,47346.98,46768.18,46036.61,45208.42,50691.13,48955.01,49407.53,50447.79,55634.09,53955.31,52718.65,50769.35,48098.45,48204.37,46810.34,52242.67,49081.78,49161.19,49644.13,47980.33
1155,367.18536,60.409,11740.58,11275.71,11061.47,12239.55,11799.81,11564.47,10946.64,11899.48,11626.23,11532.21,12229.78,11914.38,11113.9,9109.816,11467.22,11843.14,11331.57,11534.19,10860.7,10725.74,11216.96,10880.49,10870.72,10641.99,10989.97,8477.569,11465.89,10841.45,11238.28,11173.22,11284.97,11614.26,11293.71,11905.51,12129.39,11954.25,11799.36,8892.236,11318.74,11595.7,11047.99,11121.37,11077.25,11282.21,11146.65,11827.86,11813.46,11396.85,11461.32,11665.87,9024.287,11865.04,12042,11486.96,11371.33,11611.12,11526.23,10779.47,11464.99,10911.89,11179.66,11031.02,10506.49,11099.33,10545.23,10527.66,10695.62,10466.41,9985.813,9724.988,10970.64,11018.61,11096.99,10447.08,10520.38,10456.5,10116.9,9962.74,10597.38,10283.3,10475.66,10526.05,10545.56,10062.92,10597.98,9804.4,9924.526,7796.193,10183.02,10402.87,10729.59,11020.84,11137.41,11002.01,11125.5,10803.38,11213.72,10846.63,10511.75,10871.42,10979.17,10805.11,10588.48,10323.06,10641.47,10753.11,10462.15,11258.35,10789.05,11147.35,10910.26,11262.36,8806.802,11145.07,11033.06,10946.1,13367.65,11065.22,11225.8,11371.84,11156.8,11183.61,11670.11,11437.69,11252.83,11187.53,11372.18,11033.82,11531.13,11443.71,11502.86,11461.21,11475.02,11213,11462.08,11693.22,11377.54,11825.96,12252.3,11605.56,11413.12,11629.04,11941.06,11770.88,12142.32,11598.58,11583.35,11722.46,11360.78,11414.82,9612.837,11734.33,11509.39,11460.14,9179.635,11315.46,11674.76,10794.36,10780.82,12457.72,11172.35,11150.85,11778.23,9628.535,11170.04,9905.181,10637.46,10896.87,10446.45,11195.84,10555.8,11290.5,11475.96,11668.92,11687.62,11643.42,11443.32
1156,248.07023,90.806,39378.93,39443.44,38668.28,38762.89,37843.92,40087.87,37263.56,39099.56,39125.88,40015.62,40669.78,37927.75,39665.34,42209.1,43125.26,39698.91,38542.14,35463.79,37169.33,38098.49,38783.14,41929.5,37527.92,37467.35,39219.25,38245.85,38251.5,39988.49,39390.96,41765.57,41827.63,41717.12,41900.87,43196.12,44125.84,45793.51,44288.91,43976.09,40796.99,44033.32,42288.09,41053.42,46996.55,42173.77,44931.4,45689.68,46274.7,44685.49,46834.95,45127.85,49155.91,45176.36,46113.36,44534.37,48247.83,44229.26,45274.12,47344.43,45672.34,46050.98,42537.28,42187.56,43384,44230.09,43221.81,42091.6,40396.24,40873.94,43065.23,37065.35,46419.22,44608.5,40657.25,42035.1,43373,43898.61,41315.79,41235.2,41423.01,38061.16,39295.27,42168.39,40020.32,38036.1,44344.65,39449.7,40903.43,42709.8,40278,42607.93,41589.85,40612.81,41199.55,43920.28,45915.2,42852.23,47814.38,40775.61,40882.78,40306.75,45742.24,41679.62,42078.35,42812.85,44564.52,43241.78,41027.43,39250.96,42186.19,41490.23,42958.02,41993.11,43949.13,43709.1,42239.93,42486.04,42053.79,40730.97,42433.15,42628.27,42087.29,42911.5,44817.81,43090.14,41682.96,43091.17,45232.93,43768.36,44418.96,41109.47,42844.58,45342.96,43616.8,42386.01,44174.01,42800.14,40429.12,40618.18,42607.44,45257.85,41176,41101.3,41357.22,39581.89,42266.56,41261.21,41261.86,42290.1,38500.83,42215.72,39601.61,42914.31,42785.21,39500,39206.92,38523.31,37551.6,36776.32,38280.88,46307.24,41346.28,45892.8,47217.33,44739.06,45572.69,40558.27,45019.4,39127.64,41587.7,42842.7,43143.46,46519.31,44767.24,42903.92,42233.01,39753.71,42028.2
1157,980.08009,341.403,3061.751,3986.344,4239.806,3192.371,4735.753,4477.72,4400.052,4401.12,4201.841,4731.274,3707.983,2613.832,3369.088,4773.777,4538.564,3503.464,3728.441,3406.334,4624.394,2648.31,4624.431,3808.516,4456.312,4749.132,3626.276,3418.929,3136.993,4918.589,4659.883,4939.837,3770.12,4693.274,3280.266,4655.105,5075.934,5321.67,3547.172,3682.878,3598.911,4875.351,2576.845,4732.466,4842.376,4762.421,3483.044,3508.192,4035.318,4697.749,5106.691,4242.014,4262.078,4821.043,5240.004,5129.944,3670.316,4484.57,5100.887,5117.596,2434.458,5223.803,5256.169,5030.679,5068.335,5525.139,2767.869,5150.527,4614.451,3772.808,3571.964,5276.651,5677.327,3074.092,4290.946,5541.166,3667.224,5501.187,3132.143,5373.584,4067.778,5751.081,3216.573,3869.653,5720.409,2935.831,2656.41,4618.005,5363.073,4306.376,5286.596,5249.981,3207.044,5557.002,2720.585,5298.241,4402.964,5596.482,3583.625,2548.202,3659.5,5177.63,4752.897,5023.032,4470.158,2638.767,4637.259,4473.528,3234.475,5272.931,5260.275,3625.714,2971.16,3057.505,3917.66,4570.805,5317.873,3555.967,2615.196,2577.995,4551.407,2725.254,4694.507,3300.841,3729.405,2851.894,5472.129,5313.946,3903.894,2701.3,3820.06,2837.413,2829.235,3904.753,2916.643,3466.117,5768.785,3128.203,4296.336,3748.947,3463.256,5532.391,4454.704,3210.307,5604.475,3630.711,3026.477,5971.085,3325.702,5747.473,6099.529,3278.958,4509.522,3230.651,3493.28,3591.236,4777.772,4405.206,3298.903,4760.229,4825.084,3305.612,5060.063,4695.741,3127.356,5225.096,5930.991,5520.241,5608.467,4082.033,4094.133,5494.498,5419.488,2724.412,5531.078,4238.345,4764.956,5137.988,2780.333
