name,mz,rt,global_positive_Batch1_A1,global_positive_Batch1_A2,global_positive_Batch1_A3,global_positive_Batch1_A4,global_positive_Batch1_A5,global_positive_Batch1_F76,global_positive_Batch1_F77,global_positive_Batch1_F78,global_positive_Batch1_F79,global_positive_Batch1_F80
M312T683,312.1877593,683.1202393,293245.9181,281575.0687,289519.1275,299959.2676,292394.5694,108373.3635,154997.4506,103821.9861,97512.46194,173566.1573
M312T694,312.3614106,693.8841553,325463.5407,325777.571,284346.5348,278984.9219,262337.4602,168061.4651,312389.4383,266485.9068,457777.0411,327265.1647
M313T121,312.6575147,120.6596985,856157.5683,920407.6629,1097150.663,180100.1449,1079369.155,NA,448104.0988,360690.9723,516111.3082,192176.9354
M313T107,312.9098573,106.9852829,85376.41791,38755.29175,73940.06056,32316.96473,69030.60939,29415.85264,61935.2204,75922.0495,47014.19199,60537.38957
M313T538,313.0159112,537.962,41216.56472,42050.32257,68752.15133,60295.54515,68808.36121,NA,NA,NA,NA,NA
M313T96,313.0957033,96.47087722,609494.9165,637805.4236,705632.5995,663021.0695,658799.6693,652044.7484,587160.3479,649223.4786,555988.1516,587926.2788
M313T681,313.2189797,680.6992798,91721.41969,80965.02196,83407.31107,87085.17581,30346.9368,NA,NA,NA,95910.35961,62112.38883
M313T776,313.2725367,775.6763306,6094950.744,2893265.771,2980128.007,3121857.578,2900072.404,2654035.395,91538.42111,4802390.988,2452641.875,3488424.824
M314T121,313.9660127,121.4865341,443926.4355,691518.5101,411505.6702,391000.0692,287953.8175,209442.0516,238138.6139,173593.8026,284124.4587,291148.9018
M314T646,314.2310535,646.4524536,6544182.664,1724266.104,1950347.597,6265355.294,969787.1212,4840220.594,3943753.446,8396965.623,12249087.54,4661754.842
M314T98,314.0988409,97.74095917,80286.17636,76629.15461,76890.68303,76380.09626,79136.20409,61505.23603,60637.66597,120757.3555,63502.35167,69131.84886
M314T762,314.2758742,762.1208657,1186288.33,554083.1095,617506.3226,609609.9864,569059.2791,491430.4888,645497.1447,928800.5996,535600.5341,673469.5232
M314T695,314.3406744,694.518,356936.1297,238740.5172,195888.8571,180090.8916,134410.1764,90892.52711,210077.1455,285379.0857,230785.0876,208427.2987
M315T120,314.9819901,120.4263319,273047.4288,417268.1815,871545.5975,109381.1198,308209.1601,554922.1017,69308.60686,70262.51218,113906.2524,276300.3672
M315T620,315.0817827,619.7329712,122405.3663,46501.4314,149646.0785,135350.844,34104.57912,40208.28724,NA,111068.7223,34668.03357,129013.5613
M315T121,315.0788693,121.4865341,714515.1579,273014.3528,60634.3295,218847.5791,3588938.449,41675612.47,734401.2582,181825.9594,54391.01496,415372.1289
M315T724,315.2304563,724.2615662,188426.3565,257621.6929,275729.4958,363260.6494,529105.3306,281828.4949,382056.3957,1191412.908,550515.591,1202482.218
M315T647,315.2345032,646.8019104,1148118.013,250306.035,344454.0497,1022767.036,128497.7948,464303.0847,642529.1011,163327.5361,1965103.496,708663.9027
M315T761,315.2790839,761.1497192,82124.1257,NA,34827.66786,NA,25177.01121,35176.26635,54906.81741,72882.02372,NA,42354.0717
M316T132,316.0819107,132.48,19197205.38,17304795.33,16808995.65,13380893.13,19387218.42,3841720.022,13822825.22,18957516.89,13883610.64,3821736.013
M316T654,316.2461715,654.102417,3579998.023,828602.7602,928638.2961,5303500.332,601290.3706,3321848.346,1894468.193,7591117.365,5252800.17,4501913.017
M316T724,316.2338104,723.6894531,NA,33735.68334,50207.1933,44500.06804,108429.6907,NA,NA,191229.3942,154605.9461,254873.9054
M316T123,316.197119,122.5186348,464635.5792,678315.2823,407872.8181,392393.4398,286496.7887,210010.0712,230059.5132,187773.2005,284775.9493,289372.9639
M316T681,316.3195461,680.8913574,12284932.85,131376.8201,15256745.09,11201746.3,10787972.29,13348720.09,108359.5377,17995816.83,17856161.07,250495.4424
M317T106,316.8686229,106.3041267,38639.49421,93611.71302,103373.6759,78489.7907,74934.08825,38792.17607,62874.72604,90187.35615,103952.9708,81937.38622
M317T602,317.1176195,602.4536743,76703.13013,83239.56112,103052.6992,94642.76524,57378.80935,118587.368,NA,68149.02107,NA,NA
M317T121,317.0831919,120.9606285,3822710.503,4379038.539,138802.0067,143279.2304,107476.5894,487481.7951,92360.41348,80038.45345,2275647.317,844204.9513
M317T654,317.2496166,654.4547729,592112.4802,135316.7478,156177.7274,884457.344,NA,528768.2274,189733.2601,1282412.486,776835.4981,741970.0591
M317T721,317.1773165,720.544,43003.4148,52241.10043,33188.47035,100612.6191,174624.6333,41547.64368,55670.214,85883.26779,99550.74829,65043.8132
M317T681,317.3231652,680.8717041,2269469.054,5218888.212,2814782.875,2069130.646,1909955.825,2505117.286,3937886.886,3400882.548,3346589.852,2682355.925
M318T121,317.5276669,120.6730194,1031636.371,888145.1156,1065435.937,1027835.018,1072682.835,NA,439774.3572,314706.3703,503867.7864,188328.9193
M318T120,318.0862527,120.3965544,390142.2329,442553.7171,521226.8358,510022.6827,649374.4365,NA,184717.439,134694.9815,226464.4346,NA
M318T728,318.2628034,728.0960083,114461.8231,NA,96162.71169,86769.73725,67057.62427,48295.22308,NA,NA,106171.6259,121840.6427
M318T670,318.2984084,670.019043,721818.5714,3126881.968,481868.8556,501798.2765,804212.3629,147868.8608,207948.988,172071.661,275385.3115,487937.4546
M319T109,318.8018944,108.7742615,51270.22955,60769.32948,43622.5521,56725.69315,56952.27,38456.41063,39450.87833,73019.34945,60834.72314,58448.03891
M319T115,318.968613,114.5733757,654281.6679,614622.4945,448020.3719,491134.5646,380659.6055,330024.9265,396959.0705,243738.5267,279105.1431,409219.828
M319T717,319.0978794,716.5323181,42735.14989,40698.47796,43729.31069,51939.25489,NA,NA,NA,NA,NA,NA
M319T773,319.1930914,772.622467,503376.552,NA,NA,1231989.265,NA,NA,423156.7705,674406.943,563822.0493,602999.0261
M319T562,319.165165,562.3986816,47798.1026,NA,77152.59084,46551.4013,85419.32609,NA,NA,NA,51944.40056,NA
M321T106,320.8687917,105.6892548,30494.9558,245954.956,44123.21283,213526.7672,267016.5622,211469.1719,363459.7815,452117.0536,39186.84111,338645.8299
M321T605,321.0341189,605.1199951,75156.87475,57279.68149,98699.24549,89690.24945,78758.66356,NA,75352.16296,134926.5652,42645.40849,144503.1768
M321T811,321.2087267,811.0667114,1976739.321,384946.3253,353624.3674,8366910,NA,NA,1078299.031,3059307.388,4450401.245,4669880.734
M321T102,321.033765,102.4900246,74205.72406,49336.39931,80542.10754,61830.05672,65811.78138,68623.70074,35685.4595,63847.17799,68138.45915,44653.24379
M321T746,321.3138846,745.9768066,274708.82,205954.7442,153587.0501,206910.5908,241152.5919,298655.2616,264739.6386,416405.9345,326935.9638,303853.2851
M323T107,322.8669651,106.801445,322970.0445,71717.57756,86260.04455,36047.57728,61331.04779,44347.42598,49184.08509,53733.48871,167309.2355,49910.84706
M323T673,323.0198657,673.2557654,302401.2801,NA,191134.0433,90334.49916,41399.42961,NA,NA,NA,NA,NA
M323T118,323.0153784,117.7745209,136216.0585,41668.95885,205514.8418,193730.2524,185229.5779,236814.4009,173662.9255,167223.5067,28965.73908,443582.7146
M323T667,323.0556267,667.2908936,498238.64,565637.4491,485651.5375,544971.2098,531789.9107,NA,NA,NA,NA,NA
M325T110,324.8068804,110.282,444401.2997,306264.3626,328885.013,445314.4176,255550.3495,NA,207796.8097,170927.6096,218266.1046,279117.0938
M325T616,325.0366859,616.0056309,195726.4546,79521.94014,211330.8193,195177.7594,62250.4623,NA,NA,144545.562,145367.6438,139257.9407
M325T753,325.2243102,752.7970581,432291.4662,110002.0643,195846.1518,157923.5277,135944.8488,280450.3061,192903.0108,371019.0066,259832.2926,326693.6339
M326T738,326.2365919,737.6104736,67818.68114,NA,NA,46254.1022,NA,24081.21099,NA,37312.28163,29630.86681,44450.18326
M326T685,326.3771076,684.665,129320.9995,42290.04536,26337.44811,54191.28473,93177.45031,NA,NA,NA,40750.69528,NA
M327T109,326.8218559,108.9992943,190175.89,161094.2235,199937.9681,235489.5143,157945.7628,183793.1415,161694.1562,145003.1113,91980.116,151933.3303
M327T677,327.0070696,677.1564331,296472.5479,255230.2069,306854.3151,258688.5733,293820.4764,181039.7885,140201.7118,158919.0181,140174.8928,321643.7803
M327T673,327.0515682,673.1315308,1573977.122,183785.0545,879995.5643,421343.3269,274577.5742,NA,NA,278234.9702,124491.2989,75924.50146
M327T105,327.0505568,104.951,167606.5155,130340.9999,211130.549,169271.9031,162394.43,184818.9514,122731.0664,151820.8214,159779.1023,134442.3991
M327T779,327.2879271,779.0568848,137529.4746,73379.54862,NA,108236.1567,NA,NA,85910.74074,112891.5903,239931.6787,308305.4148
M328T672,328.1190005,672.0732422,76265.81292,89789.90672,NA,30259.4181,67467.73195,NA,NA,NA,NA,NA
M328T654,328.2462325,654.4547729,739581.5761,330468.0833,513004.1087,960259.4317,444513.4479,1074261.968,1577667.217,2457386.628,590708.0185,996681.9594
M329T108,328.8190601,108.1882019,60452.65925,174403.4012,30645.98024,34195.25063,53101.93407,163271.0457,148616.5413,51019.43276,137704.6447,158467.7038
M329T678,329.0041447,678.0503235,308267.4712,296489.372,304732.042,315922.9227,313742.8723,NA,225986.4231,135351.1921,152863.6922,NA
M329T114,328.9976513,113.7600011,273261.9488,314986.5984,251119.1078,215376.9267,250053.1612,186811.5498,638563.0281,165268.6565,136279.7144,589443.3319
M329T654,329.228143,653.685791,104663.6268,27345.35385,147919.605,89683.33599,161443.138,61297.16741,264459.2045,352251.9107,32853.93276,158528.1819
M330T99,329.8987826,98.6857,144090.1297,130311.7824,107579.7716,130489.4728,103351.8252,77431.40325,66055.90819,75640.36019,70907.43797,58438.64542
M330T742,330.0387169,741.8873901,141837.2583,216204.4433,103886.8219,110767.7016,94719.59718,NA,NA,NA,NA,NA
M330T664,330.2451337,663.7777405,86023.53893,86769.29695,160801.8366,123004.1395,142911.2807,292579.1564,117560.1653,47335.48781,289142.5165,105849.5512
M330T686,330.3356778,686.0059814,904370.8794,1060524.278,878168.1316,733163.6305,636142.01,463717.9971,755174.3336,910612.1398,175755.8211,807071.2858
M331T104,330.8555505,103.6632042,55317.00805,148729.1657,56050.2933,144444.5477,132146.6067,90919.22482,89397.44613,82367.4148,38940.90007,35118.76037
M331T679,331.0017316,678.7097168,40258.71317,93889.454,375713.278,113503.59,114485.9804,NA,NA,NA,NA,NA
M331T133,331.0524111,133.3872986,29501419.08,22347108.13,21083860.47,12671381.73,29091368.43,2981200.319,22094898.08,12212691.85,16856085.71,17677181.88
M331T493,331.1652035,493.4042664,102587.836,142591.1763,217096.4101,127250.2483,134890.1061,113093.385,90382.35307,NA,38632.99136,NA
M331T687,331.3389434,687.4163818,178959.7048,207640.9879,156820.7756,129766.7795,116672.9933,62525.81248,154557.1328,181566.5705,177904.4613,157690.4514
M331T648,331.2079246,647.6300049,547903.9298,568606.6782,572583.8868,656746.8305,569606.0669,469334.3598,732185.9068,690669.6856,686124.7716,622918.1787
M331T762,331.2831252,761.6958779,3112581.893,1300348.242,1323443.406,1399858.918,1273780.709,1071058.175,1495941.267,2111270.682,987551.3529,1454857.651
M332T133,332.0562147,133.3391493,1902477.148,2158435.143,3487256.127,1376900.764,2819387.88,1273540.893,2005314.572,1481424.174,1442505.032,824137.9949
M332T642,332.2413599,641.7418823,373482.7006,98475.3837,112251.6593,969763.2893,85123.40525,417684.6398,185856.6246,781542.9453,553846.3639,398735.4663
M332T680,332.3301359,679.64328,521192.2991,239674.3375,236941.6862,328504.3996,1371107.863,213045.6326,158371.5478,110781.1065,158638.8679,95179.48613
M332T761,332.286316,761.1076355,586560.3797,256407.3428,261871.3649,270460.3838,244094.6599,198949.4737,279155.9566,406990.0299,192468.7446,297379.4002
M333T109,332.8386978,109.3811684,581019.8029,462233.9762,454394.0643,511656.4622,387511.0584,321139.0047,320809.5858,290027.5614,304802.0663,336091.85
M333T131,333.050824,130.910202,1219430.144,2007780.485,1313212.73,2020871.966,1556518.619,254927.3049,890029.1149,1001936.267,942121.6686,1032947.7
M333T681,333.16625,681.0890198,557896.9666,501177.4369,521002.5661,554980.581,593413.8595,282558.3738,318041.0235,302960.8635,279832.7383,334007.2586
M333T757,333.1503532,756.699585,548261.0268,143989.3999,413714.4486,1643983.649,NA,29868.90095,119854.3627,207648.9865,355847.1114,153748.5818
M333T677,333.3256074,677.2350769,111898.0243,125095.5471,63970.5494,43925.06688,306410.3236,NA,116599.6577,NA,NA,NA
M334T121,334.0542299,120.5521088,292373.4229,NA,259027.9613,212962.6282,286922.5464,NA,93358.66659,82370.79876,115895.9856,NA
M334T573,334.1397272,572.6737671,46084.93125,NA,40899.39953,NA,32212.96726,69258.30601,65180.31919,79213.45215,136372.8038,NA
M334T771,334.1650103,771.0480957,539089.219,334982.0278,276970.3979,1365534.056,NA,NA,139892.7424,89742.28754,288300.7478,220493.4286
M335T741,334.6489145,741.4112075,63416.19198,244203.4111,88321.24385,96434.37356,88531.19498,209807.1881,250578.3411,177572.4658,180684.7154,145254.1357
M335T109,334.8357269,109.3811684,528464.5041,34782.47575,31338.94219,40824.78418,31450.81007,26317.50015,38485.52456,247434.4742,275637.4662,302007.6197
M335T104,334.9142541,103.854393,633994.6869,570359.6202,566191.0178,585622.1342,521170.1969,636700.2183,609661.4928,646048.97,637829.3497,567226.3278
M335T603,335.0497895,602.6319885,77816.47875,63497.62224,107552.9898,109047.3336,114992.7876,NA,NA,NA,279422.7863,211572.8028
M335T771,335.1657422,770.7312012,4667372.328,2537471.631,2351483.396,256308.6623,1553640.859,40889.24188,134922.5812,209724.4474,163330.3525,177757.3509
M336T102,335.9153645,101.7840195,64408.33533,58614.24766,62142.2111,58854.51561,55670.99151,NA,68516.40375,62379.61498,67429.26993,55277.1561
M336T775,336.1689907,774.5266724,805016.7885,461663.2047,397074.0098,2199796.344,268229.892,NA,146328.6197,261756.7723,272034.4487,259999.8339
M336T698,336.3249503,698.0525513,NA,562703.7934,NA,604713.6977,NA,NA,570316.5244,1388959.849,965295.1343,777900.4061
M337T109,336.8417757,109.139328,168000.4437,226391.6752,123662.8036,259967.1714,98535.41624,209976.1533,86806.47403,72908.52359,74852.85471,86419.38293
M337T125,337.0603449,124.7451019,18874607.59,18583369.8,17480078.66,16027065.23,16813592.97,361200.8101,351794.7989,249694.2697,187772.4227,423338.7324
M337T803,337.1812266,803.0958252,6010667.86,4266932.856,4407595.019,22170823.52,1733437.99,269329.968,448614.4565,1502671.665,7011209.056,1681038.54
M337T699,337.2122779,699.447937,190325.7128,87624.51559,80887.19744,89171.23253,72146.41214,104340.4722,213953.8849,145901.2034,177175.4443,151625.5617
M338T130,338.0642655,129.9671173,2085942.696,1731125.889,1671011.43,1502831.484,1729113.272,900388.8307,1773878.843,1888503.107,1950582.252,1811179.031
M338T646,338.2311883,646.0439758,172655.294,129160.2829,224108.7703,248674.6457,NA,288658.1952,376657.2955,36567.84772,356588.3895,260774.7977
M338T774,338.1695036,774.4887695,163202.4908,94188.38395,NA,536140.4624,291494.3278,NA,108530.4386,184508.1913,158709.6108,156972.2297
M338T142,338.3847662,141.5762024,NA,NA,366138.1777,348736.2564,262004.9179,229796.6615,462468.8266,218279.2785,588343.5232,199313.454
M338T747,338.3403681,747.4980469,14383022.78,9831223.024,6533086.896,10421066.93,4831624.818,13580146.12,12169153.37,19140948.63,14260897.39,14200607.82
M339T109,338.8476661,109.1231308,314144.7437,136994.9648,256631.1339,139114.8839,131328.9712,126301.9612,121585.6917,125738.7777,183333.2956,189721.5555
M339T616,339.0158818,615.5498352,506492.4115,211150.6028,540171.8325,478603.0161,145910.1374,NA,NA,165652.462,162168.53,166570.2999
M339T119,339.0652053,118.8071632,56158.41394,79280.67525,345779.1094,323712.1784,277656.6496,153984.7292,452579.0681,389947.6423,463150.5982,357240.9756
M339T775,339.1615677,774.5266724,367379.9904,200365.6001,187939.2067,1128835.324,143477.5475,105145.8579,234692.253,417789.3943,357486.6706,339328.6341
M339T747,339.3438158,746.8139648,2039924.782,2844449.896,1297382.708,2260937.537,1183241.001,2988244.977,2649278.733,4181222.87,2780060.315,3102693.807
M340T130,339.6294012,130.4958763,NA,NA,133065.7097,142800.851,105559.7148,361402.7428,768654.2661,368538.0085,755182.4679,308744.1121
M340T657,340.2460962,656.8660278,358738.351,NA,NA,446182.4176,NA,254515.8251,211366.8062,576055.9119,669057.5538,251276.0472
M340T747,340.3472619,747.1560059,312484.4447,222050.8956,119597.6426,339704.8226,109621.0172,55250.18433,266214.3713,418668.3258,303349.2142,266098.2902
M341T112,340.791597,111.9201355,20960.18334,334875.015,347045.213,363009.0015,279488.9119,202653.2978,232175.9351,232963.0096,247369.6403,259207.9072
M341T673,341.0308076,673.0957336,610562.3718,452848.4842,320461.0266,177543.9046,116585.3842,NA,NA,123372.1081,159395.2259,164875.1802
M341T105,340.9310265,104.6663666,329916.4309,313753.0335,309121.3976,292032.8387,295179.8836,365696.9176,320818.347,302787.6948,320662.0196,300177.0221
M341T655,341.2665858,654.9081775,1400261.928,774721.8932,840881.7147,675799.8963,634393.813,NA,NA,NA,102599.4973,NA
M341T801,341.3036819,800.7155232,29760629.19,12362235.29,15367937.72,1682154.728,7588911.918,4804150.614,11368439.86,19013738.49,13135536.26,20946005.37
M342T105,341.9322761,104.6663666,31034.99328,41159.42735,108005.1242,35381.28989,28127.45922,41027.79941,32360.43125,41408.96016,NA,30005.56861
M342T666,342.2616411,665.8894653,1019960.003,27469.4164,33655.7489,2215725.38,NA,461202.0621,880851.6791,2119166.007,3768317.813,1210582.873
M342T802,342.307132,801.5635986,9360203.132,4190093.356,3192868.982,362259.6719,1610688.669,890539.8137,2566966.332,3911800.241,2483846.548,4263862.88
M343T109,342.7956377,109.389,213195.1207,115410.4116,155003.4143,119669.5462,111428.6105,471162.4642,93027.53397,105365.0373,99397.44314,117983.6823
M343T104,342.9284473,104.3546833,35986.66133,33466.48432,49331.52155,32907.33034,32371.10596,38599.12699,NA,NA,53451.99885,27037.84822
M343T788,343.1915377,788.335022,1360141.192,862014.5155,389704.3529,3675392.887,280243.5931,62775.7039,232124.1837,362853.6395,24859.84756,837497.7611
M343T673,343.2351585,672.6885986,62127.11441,39185.45971,73699.77689,375509.2934,NA,NA,134097.2449,387822.189,507758.6089,205779.1363
M343T695,343.2943726,694.821167,177047.7865,151627.9644,135838.8194,255005.223,108195.3872,61981.33149,87243.50682,95132.78475,799984.1364,183538.017
M344T671,344.2779634,671.2539673,884605.5214,375589.7039,520623.9756,1882009.472,446805.5964,780180.5752,705876.7017,1341263.533,2292125.311,861000.3901
M345T109,344.8644831,108.7002869,454311.4475,132850.265,141648.2154,129464.1128,114519.5718,280312.2296,105755.9922,111978.4916,101181.881,111776.6766
M345T113,344.9714342,112.928,69761.03671,59358.31608,48365.96233,31290.23801,63684.94133,NA,NA,36628.30277,30852.75706,NA
M345T797,345.174998,796.9511719,45390.3297,NA,NA,387893.6579,NA,NA,126583.9428,303553.3461,1721783.836,115724.286
M345T692,345.2623802,691.6078491,257156.1214,249432.7391,218435.9699,84314.98043,117310.1084,55951.61658,418760.7282,77832.76834,137368.6734,158746.863
M346T98,345.8788995,97.80214691,130900.1735,117100.2832,135452.81,131957.7936,32712.03582,76743.50581,64784.38932,90403.67286,60174.92499,67233.40456
