name,mz,rt,global_positive_Batch1_A1,global_positive_Batch1_A2,global_positive_Batch1_A3,global_positive_Batch1_A4,global_positive_Batch1_A5,global_positive_Batch1_F76,global_positive_Batch1_F77,global_positive_Batch1_F78,global_positive_Batch1_F79,global_positive_Batch1_F80
M273T143,273.3374797,143.4530792,NA,NA,51854.22649,54470.11935,514026.4955,298508.0069,1077366.831,82502.07202,1285259.577,411991.6262
M274T103,273.94408,103.3405342,56027.58115,66762.53931,57773.60462,62545.24553,58490.88955,88020.2565,66268.34555,68093.67708,79058.0049,60516.73728
M274T617,274.0912852,616.6294556,44252.12434,68875.93018,58361.54255,39227.96965,84153.14769,NA,52161.62074,NA,NA,NA
M274T140,274.2409751,139.9454803,NA,NA,220570.108,228957.3668,181309.91,208766.4436,87121.20124,261718.3966,894534.1926,296579.3797
M274T728,274.2084412,728.4298096,433247.4161,411528.751,384018.6954,412626.5085,367076.5376,302895.4342,393127.85,492192.0421,446801.9949,586356.4671
M274T665,274.2723674,665.3868408,985197.2404,4668532.262,785488.7079,833292.4752,1073861.681,298521.2063,427957.7015,678571.8073,114150.7911,391056.0378
M275T741,274.6342775,741.057251,267444.7936,252252.3808,215583.4997,227048.9123,186551.7516,NA,NA,NA,NA,NA
M275T110,274.8725294,109.6746178,928037.5742,786796.6515,157949.4444,793848.5144,616035.332,602850.9999,571298.0411,508606.5487,522331.8928,543577.8797
M275T104,274.9500086,103.704903,113035.7708,82307.42619,85662.26163,78001.30355,83754.28151,72646.34979,94688.10773,98010.24861,85280.11742,72624.42273
M275T570,275.0474788,570.2096558,81792.88708,82272.37707,66783.89511,47902.06645,44441.45858,NA,NA,126461.756,52305.62038,94242.43409
M275T742,275.133417,741.8775376,314713.7338,816758.1817,389948.5745,413062.7802,363262.2596,NA,90382.71585,NA,NA,NA
M276T741,275.6319132,741.0219863,4892465.214,7188971.064,4095747.936,4292372.135,3710441.183,590492.6006,642040.8489,563596.897,527489.005,474447.6033
M276T95,275.8874712,95.12994606,69461.5913,NA,53217.7572,63683.71931,63514.8485,NA,NA,NA,NA,NA
M276T617,275.9951811,617.3842212,106278.7728,49649.83167,134231.2248,41116.34263,100140.5654,NA,NA,49818.0405,NA,NA
M276T121,276.1182295,121.1687698,186950.0412,35428.16293,133060.5035,41531.40153,88045.03854,37614.00207,77831.564,95900.8739,76115.55342,55665.58886
M276T742,276.1335832,741.789978,1261422.977,2091149.257,974725.906,1069637.85,899599.5218,90716.18002,129205.5425,143676.5311,133122.218,NA
M276T636,276.0306784,635.5422974,155902.3487,92423.8019,124337.1552,78051.01833,291005.2182,NA,361919.4001,517980.1291,NA,NA
M277T742,276.6508967,741.9054565,190027.5827,165512.2186,147976.3929,222792.3983,153970.555,NA,67930.58078,77839.87995,28176.87815,68250.12355
M277T109,276.8772535,109.4865036,585536.865,494018.6405,472655.0956,487113.3993,413562.0737,382401.5824,342922.4712,326328.207,344392.4489,344829.2858
M277T117,276.9845105,116.5004959,323739.694,353158.9103,227253.3716,188764.0942,NA,7813462.701,NA,37848.96162,NA,243444.1259
M277T686,277.0709129,685.8632202,1120577.979,724522.2515,663594.5296,699065.3882,600626.6385,556205.3039,990075.6535,1851409.124,1838602.14,1285019.156
M278T760,278.2443755,760.1040039,89748.16237,27348.05336,42192.58933,39645.11578,54248.1011,50574.49798,53346.70403,57556.22269,NA,59664.9209
M279T732_1,278.626648,732.3339233,379348.9993,511044.6851,621862.6827,431756.6211,534758.8199,NA,77218.68891,52676.78455,NA,NA
M279T109,278.8833666,108.8328896,95794.11524,700662.2769,52738.23866,770547.7583,46378.52116,659783.4341,42213.77251,675088.7588,606724.9664,41077.62934
M279T616,279.0830703,616.1408997,69129.49885,444153.0177,69806.85621,72445.3296,304005.064,1262530.707,1696104.552,2975931.182,2827579.476,3016123.559
M279T515,279.1338007,514.7149048,43974.88276,NA,48065.77056,53929.32824,51419.02595,73624.40168,51192.9673,93980.31659,147807.399,384449.7881
M279T732_2,279.1285087,732.3377075,113863.4444,139319.1256,141629.6799,114184.4703,140023.1712,NA,NA,NA,NA,NA
M279T121,279.0556698,120.5283394,98973.60461,236294.2124,285259.4003,267963.8789,317181.8702,960474.4974,351455.316,305247.3146,363023.4779,265965.4475
M279T716,279.1579114,715.7806396,2857004.093,2565234.133,2439387.831,2537500.136,2121162.751,NA,2723928.411,3258139.468,3829057.804,3343587.736
M279T587,279.1699529,586.6117554,32562.39788,NA,33720.04888,NA,67142.14375,NA,53759.19675,668747.6997,6816546.403,421760.3369
M280T733_1,279.6456859,733.2206116,642281.2622,749920.9371,946652.8309,632579.6879,768584.0696,429472.6367,649312.9262,442108.6385,376446.8628,204626.2338
M280T141,279.7611306,140.8218994,23982.17953,NA,333491.4077,312281.9143,292690.815,43698.48635,260447.0555,188211.0868,339232.6291,106924.2248
M280T570,279.9899631,570.4024617,571115.798,210622.6256,342463.6561,NA,1122428.558,NA,79064.67481,118342.7939,133517.7628,268156.3474
M280T114,280.090928,113.5632782,6052513.147,159002.281,3975831.39,3717044.327,2421928.2,1319970.035,1849305.565,1488213.564,805036.0361,1375806.989
M280T616,280.0869807,615.7379761,131684.2321,39657.07198,140411.2521,139380.9863,23570.91943,140405.663,191030.9412,330746.5724,344536.174,338055.6228
M280T733_2,280.1614072,732.5866089,167100.252,181344.5863,245542.4394,405598.6861,337892.1145,43899.09474,173299.8338,1770534.55,571476.9005,1769953.09
M281T748,280.6536772,747.7687378,208792.3688,453149.9586,261665.4086,232019.0986,246668.9045,119838.7348,176148.6836,155562.2776,93665.75539,81705.55607
M281T109,280.8459986,109.1509552,624297.6459,224545.9943,70091.02093,251091.4724,40346.02449,216248.7287,351611.4725,369686.6035,363171.2339,391079.8529
M281T673,281.0095648,673.1315308,557088.4871,57181.00501,307125.9073,133077.8659,67553.76226,NA,NA,NA,NA,NA
M281T111,281.0941858,111.1859985,413477.1438,1470291.024,311925.7088,257476.8862,176290.7687,95789.79525,138522.793,110689.6211,54993.90546,104440.9633
M281T689,281.1374591,689.4945068,178237.4147,173590.1333,112231.8318,95079.82073,102172.3605,NA,263747.0943,229068.2022,246375.6842,87065.9369
M281T750,281.265663,750.3947754,416688.958,104483.7362,296547.2627,304677.7714,266393.8714,253539.7308,245099.1358,325279.5671,308980.1242,319511.6351
M281T626,281.2251982,626.3372012,967498.6565,685170.8377,745329.2719,748395.7228,759664.5911,191569.4926,359281.8137,267608.3381,381471.7359,243210.2227
M282T767,281.661576,767.0078318,191490.4687,820021.7283,230688.9735,225643.1191,226290.6282,97293.69668,172295.8666,112952.7117,NA,NA
M282T122,282.1188216,121.9856339,41243.76263,47198.51286,NA,56263.46452,53098.21987,81835.16747,46570.08457,93526.34827,72501.3546,91642.992
M282T671,282.2030352,670.8500977,404236.2807,247612.0465,244838.1487,256395.7022,248902.4712,969049.7534,1058412.041,872892.5849,583350.0785,767775.2347
M282T768,282.2776723,768.353,151752.9247,10465960.07,31668.14901,13262063.14,9241818.433,7689565.112,60156.90836,11294061.27,7836726.896,10964207.96
M283T110,282.8223732,110.2759857,611892.6057,513526.8638,507143.0216,520872.043,427230.602,304853.0104,366548.9806,371410.3708,405805.0101,385753.6056
M283T601,283.0074139,600.5357056,145525.379,62436.92371,150336.5227,111811.5244,182120.621,113897.3278,128529.7826,220012.3554,262363.3835,138065.0212
M283T103,282.904399,103.1271629,1275250.778,1154249.747,1286319.081,1384687.233,1221124.355,1241999.335,1274508.481,1377571.835,1165870.209,1257079.031
M283T695,283.1531384,695.3735962,306713.7609,83337.90397,229258.2363,216639.634,204987.3629,65719.75646,NA,149074.4042,125836.4977,75429.86082
M283T770,283.2812604,770.0857544,3138965.031,1773220.01,1745017.155,2309236.375,1551203.632,1273901.743,1643461.292,1946773.981,1372661.821,1930454.764
M284T691,283.6295635,691.0326843,90482.48206,135771.3316,230774.5852,69473.40061,NA,NA,NA,NA,NA,NA
M284T121,284.045546,120.7502731,32608.32056,40975.60899,78242.82948,44820.25728,93396.35115,52504.08275,97381.54679,93275.14868,NA,36687.11396
M284T560,284.1701571,560.1066895,44812.45069,34812.01113,50271.37103,40164.81307,44032.8755,NA,NA,104123.9712,210955.6811,64006.97589
M284T770,284.289143,770.0601501,236923.15,141739.6483,131594.6046,171636.2676,101191.8385,98587.35273,100240.0028,142878.6929,104879.9886,150927.8377
M284T686,284.3302111,686.4808655,245636.7957,245235.0102,228733.5516,214201.2466,217563.6299,239402.5837,278640.5409,248172.8791,533697.1512,302227.6953
M285T742,284.6368104,741.9054565,127710.8046,241848.4126,93419.70309,90374.34429,46597.09158,NA,NA,NA,NA,NA
M285T109,284.8282855,109.389,212702.3834,67924.95317,192989.9309,79454.32888,76929.70345,57604.83936,114115.8659,97066.59602,111189.6063,140844.8749
M285T624,284.9645467,623.6062317,225669.3891,189532.905,177840.8688,191391.709,195913.1262,104480.9405,109495.8178,112455.6248,154061.4492,187758.3001
M285T696,285.2413351,696.1301589,878388.611,699570.5603,713361.8649,588642.2224,1528385.678,726009.6544,931193.3511,1446214.203,1654203.099,2065556.49
M285T97,285.0644857,96.90797286,703019.7904,656265.7001,743981.5302,753579.2035,730572.3999,649179.7103,654484.4147,699201.0394,629150.7546,634605.4056
M285T618,285.1302175,618.491333,NA,NA,38558.74464,NA,NA,94495.95813,88357.21044,90829.02825,139945.6027,99747.75566
M285T833,285.2569897,833.1038208,125542.6223,172985.0811,229748.6701,238866.4555,317393.2105,NA,NA,NA,NA,NA
M285T686,285.3334247,686.0291748,36756.8139,32265.11868,NA,36369.91315,22527.35443,NA,NA,NA,98599.78213,NA
M286T692,286.1427605,691.9589233,NA,NA,1318386.931,758312.6967,1031299.649,1001281.552,189968.4378,1040233.137,323611.689,NA
M286T610,286.2004399,610.4169006,3156361.205,3978554.622,3459037.701,2511404.246,1330203.881,1348343.19,4695951.401,4925911.182,13304826.02,4690309.805
M286T109,286.0855549,109.0379333,102418.0975,62017.77717,231348.1663,67653.78648,200761.7067,NA,67061.05959,64833.80238,186693.7471,56999.98073
M286T685,286.260038,685.3669434,89013.94601,179676.2056,65313.8542,123264.4644,316239.2253,43839.91668,46328.90169,68377.14685,350102.853,41004.07961
M287T732,286.6343235,732.3019617,132744.5553,220639.9927,268534.9383,158550.0872,203747.6999,NA,NA,NA,NA,NA
M287T108,286.8344954,107.8497772,95465.12736,127175.1785,43977.19533,43768.80839,47132.89792,36526.04141,50116.37949,69205.90569,61194.73135,48935.7676
M287T643,286.9567747,642.7574463,217864.619,171341.5226,180719.42,192196.2311,184541.2601,100330.5624,115190.2031,108321.0042,140595.7012,194686.5838
M287T113,287.0128779,112.831871,233848.0431,294611.1177,197844.239,149980.8851,227362.8465,142051.7049,246252.1976,179930.641,177145.9424,154755.8431
M287T570,287.0998906,569.890686,179342.2193,76682.2304,75220.09929,NA,29155.04519,314412.9258,494539.1011,947035.5365,559111.665,842774.6387
M287T733,287.1335508,732.5140381,310132.6934,431187.5192,490477.2565,353279.7439,382045.427,54565.0368,107388.5348,55069.99191,NA,NA
M287T671,287.2353944,670.5661621,44166.53888,128794.8387,55743.71955,40352.03373,155832.1646,122484.0706,117933.6756,89281.80854,85158.99145,66725.88872
M287T610,287.2041717,610.0920715,424519.1549,523428.451,468767.9807,339365.3649,182503.7544,462356.3656,631064.7042,655763.4234,1137443.336,625863.7278
M287T122,287.1879303,121.7221985,NA,66413.29244,108088.2006,95327.64313,95347.68225,261196.2498,139068.4278,160072.1553,135011.2585,287692.785
M288T732,287.6318269,732.4150391,2564136.47,3535849.653,4531733.026,2763339.588,3624363.456,340362.5365,505558.3988,418351.3557,326502.9032,184421.1485
M288T733,288.133659,732.9302979,742288.1321,961588.3741,1259267.318,756539.6421,1015804.543,44459.56192,141223.3705,97883.64308,94911.18733,NA
M288T570,288.1031536,570.1836853,NA,NA,NA,NA,NA,44637.60738,30260.15188,117013.6324,74764.57646,91191.26735
M288T670_1,288.2614808,669.6293335,1748216.306,1574829.455,1741978.724,1752810.65,1663356.011,387370.633,663756.7602,808108.8665,100129.9716,549051.9627
M288T670_2,288.304663,670.4502563,46209935.23,51021.60907,51750109.07,39614044.95,38006260.93,57165331.5,78629737.99,423753.6656,64876534.91,117204.903
M289T747_1,288.6396178,746.8114929,867331.7096,1982771.983,1127145.105,992444.1353,1114995.022,NA,148209.5856,NA,NA,84688.30703
M289T111,288.7675914,110.999054,151102.9482,142536.1587,150835.432,145540.3327,144939.7659,NA,NA,NA,NA,NA
M289T643,288.9537495,642.7574463,37754.36659,53820.75242,43442.82314,41004.50112,NA,NA,NA,NA,NA,NA
M289T560,289.125379,559.7238464,70217.84716,43124.57209,39156.06294,39634.32293,54192.30649,95525.63234,99010.26276,112564.1033,135651.5729,97376.99113
M289T103,288.9207569,103.3142624,6028922.237,5510370.64,6039454.778,6677570.509,5775270.43,6304682.175,6283831.527,5825355.578,5581629.162,6236561.891
M289T747_2,289.1413885,746.9488525,219247.1848,572681.9777,276922.1837,262517.656,297011.5574,NA,NA,NA,NA,NA
M289T633,289.2192179,633.1799316,351681.7693,155457.3715,62365.33958,310920.1003,38357.7296,36926.59067,NA,162714.4897,375046.9731,140618.7671
M289T671,289.2911589,671.2768555,33505.39611,129699.8852,43102.86507,6232522.691,5855115.353,60074.23598,115153.0195,84300.59852,86684.18403,48776.8638
M290T765,289.6474539,765.2582397,629096.6558,2926195.386,724677.95,712722.6426,742113.4672,NA,105681.1272,96600.10184,NA,48289.08358
M290T103,289.9245197,103.3405342,223824.8159,189643.4735,215875.7549,242877.8599,202720.5313,218153.657,212669.417,189597.6257,194139.4788,218881.088
M290T635,290.0098642,634.779541,145427.159,75353.66525,102722.1536,67232.47981,225634.4993,NA,161160.3829,209309.6159,NA,NA
M290T729,290.2312392,728.8927307,203943.1732,148661.818,171037.9658,163955.4645,156616.9875,NA,126337.9767,188026.2944,214669.1675,226087.2334
M290T494,290.1596532,494.287262,91564.53711,117545.7116,57942.16887,NA,NA,NA,316760.9347,185083.2383,446160.0443,209565.2928
M290T670_1,290.2946324,670.4502563,504198.4543,1048755.651,591949.2611,473599.2674,409940.9336,659452.5619,937453.7851,768257.0063,784803.6631,636558.509
M291T730,290.6265709,729.6609563,243211.0707,456324.9879,190126.3576,207256.4168,189806.8551,NA,NA,NA,NA,NA
M290T670_2,290.4309833,670.2392883,NA,268307.0408,NA,92705.92956,74319.86243,88765.57815,231857.7657,178089.1108,186114.4085,144321.7745
M291T110,290.8541304,109.5240631,748003.1692,48983.60218,66388.31693,49068.76343,581807.32,42000.07004,495939.9147,511727.523,478276.1925,464397.5568
M291T147,290.9252145,147.3317108,1693932.195,1934985.164,49484.62119,228176.2708,48031.85632,78033.26989,866148.7348,2382366.254,992716.3243,808440.9583
M291T695,291.1192124,695.4323748,609238.7401,210211.5843,487383.765,493740.7244,414002.2688,564306.7297,280848.1545,483333.783,406880.7876,234560.3994
M291T698,291.1944977,698.4935303,400043.3548,559100.8145,262285.0846,285452.2449,202529.8204,NA,NA,NA,384105.0995,251117.9066
M292T731,291.6458859,730.5896912,148776.7481,299467.8744,130437.9121,123385.666,111871.7694,108867.6207,53528.00016,NA,NA,44684.23531
M292T122,292.0983402,122.308342,167110.9692,156660.6662,373929.719,38855.641,256474.0926,224228.5443,900593.1756,260365.8797,971461.3,321007.7352
M292T698,292.1352921,697.6746521,54092.1241,86949.33717,53819.3175,53201.62569,41695.82249,NA,NA,NA,NA,NA
M292T120,292.2008721,119.7834167,NA,77041.37059,303402.0254,311838.9804,241878.5132,35940.09815,NA,126252.711,55834.04106,NA
M293T110,292.8512211,109.6238861,499560.688,495686.6007,425780.3411,402292.6074,411004.8431,241790.2014,336653.3138,346595.9402,338486.6346,327368.4648
M293T142,293.0971554,142.2562866,235264221.4,1765792.858,260530525.6,78270131.14,304071857.9,109036668,397542.5929,1900571.684,8744766.216,112081664.3
M293T691,293.2101768,691.2387695,297232.6629,636424.8895,592607.611,305155.9732,268970.7597,34773.96234,NA,NA,180380.6414,NA
M293T122,293.314783,121.9364929,266145.5581,73909.36515,125484.894,158754.5445,119269.8398,NA,NA,NA,NA,NA
M294T120,293.6809417,120.4570097,192255.7123,175960.6745,82338.7241,68870.46621,84071.22373,NA,NA,NA,NA,NA
M294T121,293.9966436,121.4865341,NA,37490.27489,325228.0945,328495.7726,256340.8471,NA,215181.9576,129898.8913,238736.3425,NA
M294T142,294.1001102,141.8540649,13091727.67,29208205.43,28089011.19,9481158.318,22095121.02,12674344.81,58079390.92,25153364.48,20477723.5,12462349.01
M294T690,294.2029589,690.366333,25059.02093,71810.15902,57330.92694,NA,50479.15649,NA,NA,NA,NA,68814.55193
M295T108,294.8659239,107.6910172,95286.33743,452066.8339,388147.7513,38179.39099,405815.3908,282435.6833,386203.8512,443620.086,55690.49508,323781.6364
M295T762,294.9186082,762.0742881,1589641.356,3444088.071,2785437.598,1357161.96,4153257.696,NA,1060156.785,698661.5484,1519235.242,1046784.538
M295T681,294.9925579,681.3944702,330947.7167,270320.165,148411.1142,267548.8633,186433.2469,NA,NA,NA,NA,NA
M295T539,294.9929375,538.8250122,133991.7775,70995.70274,73601.46712,52556.44473,NA,NA,NA,NA,NA,NA
M295T121,295.1010026,121.4865341,7583700.711,7509971.284,134204.3892,143156.2506,4591951.944,276600.4811,728996.9186,508580.7584,791736.5937,347782.8969
M295T727,295.1866697,727.074585,3151299.663,2538021.795,2491404.105,2671731.848,2276305.097,4002700.24,3891766.949,5525933.085,5779455.121,6693268.304
M295T567,295.1284703,567.4595337,176344.02,197217.2932,244978.7937,152617.7726,179690.7501,202429.7783,290908.1037,402223.5643,430913.5506,274120.52
M295T120,295.1943927,119.7834167,1627979.276,1600549.411,78775.9968,90725.82735,60668.38827,96512.50005,100195.376,1295292.772,193446.1789,111001.3106
M296T104,295.9411667,104.1296238,37546.2792,35796.92603,49361.2324,50059.11735,31192.00532,39170.96723,NA,31250.56321,NA,23464.43968
M296T113,296.064703,113.147049,4428785.298,64526.35147,3189111.629,3030960.438,1967931.693,693093.2894,1345996.593,1246010.557,694916.5443,1078434.037
M296T728,296.1901728,728.0942688,445134.2632,370488.3023,361135.3755,381455.0547,317347.7019,507217.7532,477495.0975,808854.1226,838993.1877,954942.4491
M296T121,296.3091361,120.6423416,136558.6374,NA,72880.04307,83491.46056,65456.71592,NA,NA,NA,NA,NA
M297T109,296.819887,109.1231308,207490.2122,157827.4791,74463.64162,141129.4895,160309.8149,90934.77863,51347.17975,148719.3591,156379.9435,126517.3474
M297T104,297.0930749,103.9347267,311548.8887,205960.1576,230728.7217,192930.1919,172331.8567,208017.844,88177.59894,91940.22808,43754.65355,71512.28784
M298T118,298.0629055,118.0483093,88468.36659,934989.6495,57750.05238,181335.2973,117035.9567,28863.62312,35490.28707,39576.41214,32839.88953,51954.28473
M298T668,298.108039,668.0063477,150149.1087,205661.128,174732.4369,225305.8672,186284.6781,NA,349593.162,267851.3342,NA,NA
M298T683,298.3095769,682.67525,92443.46651,265247.5379,145813.6134,116652.5775,108079.7998,135284.4346,207637.3006,197813.0028,99110.13121,133703.5835
M298T126,298.1486545,125.5780258,NA,58487.67605,72136.64889,65199.48982,114384.5548,64024.03267,88386.02564,NA,NA,NA
M299T110,298.7963587,110.2759857,214120.0763,45531.43165,183211.9812,34133.96727,37416.97019,82355.9618,140385.991,155333.7159,165475.3338,127242.2763
M299T685,299.1369955,684.8722534,183733.8732,81478.19213,56656.1682,228113.2739,183204.5175,2617390.438,3178059.876,239588.868,1576310.976,13683952.88
M299T802,299.1376794,802.2577515,579602.3021,1447536.022,856948.2648,955484.2386,1381536.599,1413532.818,1041964.699,1340901.717,1522742.24,7399335.289
M299T120,299.0427962,120.241,26598.45894,71714.43323,111710.4729,99339.497,94300.92585,825877.7618,NA,62362.85702,85147.09798,NA
M299T810,299.292754,810.2158813,505626.9318,184077.5366,38446.98263,NA,81699.26607,NA,NA,300716.81,NA,NA
M300T730_1,299.6319073,729.8121948,684885.1843,1375082.924,600447.0329,649094.8866,621704.7118,58966.1335,NA,41572.68449,NA,54006.17816
M300T656,300.1401887,655.9903564,272766.9817,302541.3326,84507.16485,127317.6394,136633.7467,337897.2167,600041.6047,626570.2501,1531593.667,2278562.272
M300T730_2,300.1336226,729.8447876,192962.3149,411382.6952,188103.1493,196121.3191,175042.9591,NA,NA,NA,NA,NA
M300T121,300.2337051,121.4865341,NA,NA,297287.5301,264860.1022,255203.0587,274487.9613,155403.0017,184979.8244,231007.5346,NA
M300T663,300.2152302,663.3781738,211581.0745,71768.2435,75489.03258,503459.7388,111035.2415,113180.2005,147717.1823,654541.8642,389478.5833,171355.1107
M301T738,300.6397057,738.4276707,NA,242693.2701,104913.0158,142588.4838,241892.3564,NA,NA,NA,NA,NA
M301T108,300.8828422,108.1648886,74855.17238,83250.53219,448089.3586,406591.827,498791.9617,260250.7371,411417.2055,429568.3827,50631.66247,342536.5367
M301T632,301.1167719,631.53125,364673.6398,111801.8849,133628.7382,187169.7722,79675.66444,1607181.887,NA,459968.3475,1700455.387,4055525.08
M301T716,301.139804,715.5731506,1606021.575,1642930.529,1429733.001,1488584.595,1167012.409,1967099.72,2478995.688,3075914.462,3363394.613,3199855.424
M301T551,301.1402403,551.3208313,834996.8801,NA,NA,NA,NA,1890649.109,2276971.978,1821011.565,NA,1485934.516
M301T117,301.1398912,117.1700859,847703.3836,1290851.273,122633.9074,1284340.98,113631.8731,1328899.074,449859.534,115822.3605,1516758.091,2142661.553
M301T674,301.2831689,673.6816101,71898.51481,258881.2405,119285.7383,NA,108978.7319,152053.4118,133683.9944,NA,59437.34184,82179.08646
M302T715,302.1432256,715.4306641,253048.9154,258046.8417,234844.9723,241976.4739,NA,488915.6077,381533.9839,484357.1742,550732.0146,495752.6552
M302T110,302.1432896,110.2869949,NA,42582.84139,NA,NA,NA,NA,515095.9175,977757.4782,230803.0461,306811.7857
M302T671,302.2308911,671.4121704,361817.9273,151866.7419,305343.8417,1087941.859,422678.8906,481801.7541,492594.4686,1116594.984,1126121.871,573833.4361
M302T749,302.244109,749.1502686,234706.259,137032.8585,144965.7493,162031.795,141403.2256,131606.4751,165881.5585,240215.251,180397.8906,213832.3269
M302T676,302.2862272,675.918,55248.70755,44310.58564,44856250,44552714.33,636444.2572,241604.068,244298.999,14439927.23,210101.0036,312236.0373
M303T107,302.8800442,107.3262329,136618.6411,35375.97894,161141.3607,54168.2722,164513.6077,80547.20181,144952.09,161816.5912,92963.77557,122423.4941
M303T571,303.0736988,571.367981,NA,NA,NA,NA,NA,NA,52228.5975,163817.5664,116215.9751,96786.09313
M303T672,303.2166868,672.1536865,51887.05664,44689.2775,49714.44676,176322.6087,75929.18626,58112.78078,NA,190587.8066,112808.8459,131837.4489
M303T770,303.2281888,769.9102783,125298.2855,120507.2028,106152.0581,213540.4419,NA,51412.23681,127523.8303,73502.24073,63605.89414,145346.5858
M303T675,303.2898535,675.2546772,49733.44333,58131.9382,54523.60157,59378.76138,49686.51101,148216.6279,1229857.029,2270654.099,1203510.702,2546670.847
M304T729,303.6459051,728.7636108,36899.32125,97655.27931,47685.86739,44434.87245,28705.91844,NA,NA,NA,NA,NA
M304T598,304.2115286,597.7706909,148910.1236,48825.51318,36529.12456,134949.0541,36357.55394,204366.3731,191496.9192,395730.5498,958248.0112,176357.883
M304T769,304.2597522,769.3710327,830902.8987,347887.7944,479954.9702,840360.6022,426645.0787,518587.9021,636339.2367,899586.9901,419721.7534,751850.0529
M304T672,304.2832148,672.4645386,553659.7069,605404.8927,564597.1644,572346.9587,1397263.481,566267.8498,642283.8697,429452.3363,645964.8444,447374.2419
M305T675,304.5871341,674.7857666,127600.8698,108377.7524,124200.6519,125424.4516,125452.601,NA,59642.42903,NA,NA,44774.08604
M305T106,304.8948015,105.6293106,1690581.938,1658842.006,1598260.375,1605868.217,1717808.488,1638796.25,2169078.116,2364215.076,46089.61772,2078827.647
M305T538,305.0216343,537.9331665,391204.9312,344983.1132,429878.4305,346478.5705,405873.6022,88294.25895,112462.4487,173945.7832,184812.981,114529.4993
M305T691,305.2101614,691.2387695,444598.6179,391646.4323,404416.5459,413617.6238,431920.9874,NA,248271.5744,74758.47959,NA,317091.5051
M305T552,305.1568782,552.4466248,81046.20972,NA,68646.38086,30686.87781,34564.19352,123000.4965,100163.242,117140.1299,241481.8979,74430.74627
M305T769,305.2631658,769.3135164,138960.5303,NA,NA,147711.72,70621.83377,32802.19745,99390.11204,151607.2266,NA,76480.0644
M305T673,305.2865714,673.2811279,268903.187,91417.39309,48154.84502,56886.70598,301380.029,86481.80833,95622.36209,65917.93181,94631.39295,71491.29083
M306T103,305.8983613,103.108448,60053.44793,57556.09819,62691.33333,66607.03773,69616.02077,NA,NA,91098.06556,69240.73097,66637.4601
M306T538,306.0248979,538.4064026,NA,34191.59774,46904.5386,27808.09779,44823.68943,NA,NA,NA,NA,NA
M307T107,306.845496,107.1557579,45304.97964,89489.54641,88542.8811,85913.31852,38195.69027,99008.35457,28620.42869,37776.53018,54977.6722,59382.59285
M307T584,306.9934305,583.894165,242039.0319,63140.31366,50493.61367,29206.79979,NA,NA,NA,85068.03127,NA,NA
M307T114,306.9607352,113.5351361,89302.41313,67610.7275,43748.38298,59965.58098,33979.2851,48477.60059,40792.19395,39184.03344,37274.5333,NA
M307T585,307.1685369,585.3240967,576263.4882,117146.1661,102665.0456,41807.36115,NA,57329.33231,245206.1267,413399.6594,NA,NA
M307T140,307.409339,139.5052185,NA,NA,331830.5235,294726.7493,281490.9201,NA,249028.599,191603.9403,339843.7306,100316.0593
M309T109,308.8252285,109.4865036,159596.4066,157593.0173,118989.7948,114646.3106,140572.9135,NA,111361.5689,128130.0824,110356.9785,85752.54186
M309T615,309.0546532,615.4882043,199286.1789,87187.7385,236636.9183,218769.7722,61071.37134,58678.78016,87665.67198,146221.0977,112553.9562,171931.3535
M309T670,309.0764138,670.1061707,79160.13508,57453.56901,390498.3832,83387.64171,399311.1901,NA,NA,NA,NA,NA
M309T735,309.2018435,735.2219238,65900.4077,80844.20896,40018.85706,44709.56134,27479.40369,103349.6786,36088.46044,59805.6858,175785.2253,201552.0071
M309T650,309.225397,649.8544312,282198.349,247189.3716,197877.1513,231894.7954,253474.0628,NA,168362.93,NA,NA,174499.3937
M310T624,310.2004871,623.6219177,1470162.841,999194.8493,769791.1105,500144.4661,322588.7545,3430299.808,1963567.112,2451646.093,4380155.138,1836270.189
M311T107,310.8395243,107.4571165,95053.75816,81956.69248,79320.93479,49875.48941,76356.082,26281.1463,74084.70495,104217.2689,72748.76368,52564.42155
M311T104,310.9118011,104.3109474,704208.2186,788228.4923,748294.3521,731712.8543,849410.3764,620435.8542,921144.7219,902553.8038,846169.4984,867354.916
M311T508,311.1236532,508.2290762,76535.12777,92645.73551,111796.0333,54413.78472,113248.9745,155671.4362,114231.3469,138956.7002,109484.0914,127374.7549
M311T674,311.0750949,674.229,631855.3216,50739.94962,323038.8201,161065.3219,69693.31724,NA,NA,NA,NA,NA
M311T623,311.2038921,622.9710693,85771.40066,149621.5706,115622.4164,78735.562,40329.86289,304021.6385,308317.3383,387170.0607,665552.6467,274104.6982
M311T691,311.1841942,690.742981,1765732.779,1641878.356,1675756.521,1701233.269,1717799.953,557258.9676,486545.4031,500324.9632,526831.6839,584137.9953
M312T728,311.6320369,728.0925293,334352.697,632920.5656,332663.2767,364893.2808,253436.6466,NA,NA,NA,NA,NA
M312T742,312.0281654,741.8348999,1263857.407,1970307.46,994326.9072,1046765.692,1006640.148,NA,NA,NA,100281.9631,122162.5447
M312T634,312.2152252,634.1707458,619958.1692,233333.2826,421906.1124,557986.8852,115736.4125,152854.839,209124.8297,679247.1176,632322.4592,449014.5455
